Iteration,Algorithm,Resolution,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
1418,DCT (Optimized),FHD,0.664995,0.379584,41.1331,18.8127,0.0869624
1418,DCT (Optimized),FHD,0.665995,0.388576,41.1867,18.8014,0.0867498
1419,DCT (Optimized),FHD,0.666995,0.378912,40.3532,18.7901,0.0865367
1419,DCT (Optimized),FHD,0.667995,0.377472,41.4616,18.7789,0.086325
1419,DCT (Optimized),FHD,0.668995,0.376928,40.1426,18.7676,0.0861146
1419,DCT (Optimized),FHD,0.669995,0.379136,40.2119,18.7564,0.085905
1420,DCT (Optimized),FHD,0.670995,0.382496,40.471,18.7452,0.0856959
1420,DCT (Optimized),FHD,0.671995,0.377088,40.8645,18.734,0.0854874
1420,DCT (Optimized),FHD,0.672995,0.377024,40.5779,18.7229,0.0852791
1420,DCT (Optimized),FHD,0.673995,0.381152,42.0106,18.7117,0.0850719
1421,DCT (Optimized),FHD,0.674995,0.377344,41.9194,18.7006,0.0848663
1421,DCT (Optimized),FHD,0.675995,0.378656,45.4538,18.6894,0.0846606
1421,DCT (Optimized),FHD,0.676995,0.378944,39.9814,18.6784,0.0844576
1421,DCT (Optimized),FHD,0.677995,0.376928,46.3991,18.6673,0.0842552
1422,DCT (Optimized),FHD,0.678995,0.379584,38.6887,18.6563,0.0840534
1422,DCT (Optimized),FHD,0.679995,0.37504,40.2757,18.6453,0.0838518
1422,DCT (Optimized),FHD,0.680995,0.37888,43.9526,18.6343,0.0836511
1422,DCT (Optimized),FHD,0.681995,0.377152,38.7305,18.6233,0.0834496
1423,DCT (Optimized),FHD,0.682995,0.378432,41.2495,18.6123,0.0832485
1423,DCT (Optimized),FHD,0.683995,0.38016,38.9384,18.6014,0.0830493
1423,DCT (Optimized),FHD,0.684995,0.378144,42.662,18.5905,0.0828507
1423,DCT (Optimized),FHD,0.685995,0.377728,40.4786,18.5796,0.0826538
1424,DCT (Optimized),FHD,0.686995,0.382752,40.5032,18.5687,0.0824575
1424,DCT (Optimized),FHD,0.687995,0.377056,39.5963,18.5578,0.0822594
1424,DCT (Optimized),FHD,0.688995,0.37824,40.2851,18.5469,0.0820634
1424,DCT (Optimized),FHD,0.689995,0.380928,42.8115,18.5361,0.0818681
1425,DCT (Optimized),FHD,0.690995,0.380192,43.1125,18.5252,0.0816738
1425,DCT (Optimized),FHD,0.691995,0.378624,38.6395,18.5144,0.0814806
1425,DCT (Optimized),FHD,0.692995,0.379424,41.076,18.5037,0.0812887
1425,DCT (Optimized),FHD,0.693995,0.37888,39.1594,18.493,0.081097
1426,DCT (Optimized),FHD,0.694995,0.37888,39.9411,18.4822,0.0809052
1426,DCT (Optimized),FHD,0.695995,0.376832,39.9112,18.4715,0.0807158
1426,DCT (Optimized),FHD,0.696995,0.37888,41.1374,18.4608,0.080526
1426,DCT (Optimized),FHD,0.697995,0.379136,40.3595,18.4501,0.0803362
1427,DCT (Optimized),FHD,0.698995,0.37888,39.7311,18.4394,0.0801466
1427,DCT (Optimized),FHD,0.699995,0.378656,40.0013,18.4287,0.0799584
1427,DCT (Optimized),FHD,0.700995,0.379648,39.7001,18.4181,0.0797718
1427,DCT (Optimized),FHD,0.701995,0.378592,41.9067,18.4075,0.0795856
1428,DCT (Optimized),FHD,0.702995,0.376832,41.2047,18.3969,0.0794005
1428,DCT (Optimized),FHD,0.703995,0.379936,40.3242,18.3863,0.0792162
1428,DCT (Optimized),FHD,0.704994,0.379072,41.6513,18.3757,0.079032
1428,DCT (Optimized),FHD,0.705994,0.378144,39.4259,18.3652,0.0788478
1429,DCT (Optimized),FHD,0.706994,0.379616,38.8695,18.3546,0.0786651
1429,DCT (Optimized),FHD,0.707994,0.380928,38.8441,18.3441,0.0784818
1429,DCT (Optimized),FHD,0.708994,0.3824,40.2016,18.3337,0.078301
1429,DCT (Optimized),FHD,0.709994,0.377856,41.837,18.3231,0.0781189
1430,DCT (Optimized),FHD,0.710994,0.380352,38.3115,18.3127,0.0779382
1430,DCT (Optimized),FHD,0.711994,0.376096,40.9562,18.3022,0.0777582
1430,DCT (Optimized),FHD,0.712994,0.38048,39.0297,18.2918,0.0775791
1430,DCT (Optimized),FHD,0.713994,0.37792,39.4735,18.2814,0.0774001
1431,DCT (Optimized),FHD,0.714994,0.380352,39.4763,18.271,0.0772231
1431,DCT (Optimized),FHD,0.715994,0.37888,37.2427,18.2607,0.0770464
1431,DCT (Optimized),FHD,0.716994,0.3792,41.0133,18.2503,0.0768708
1431,DCT (Optimized),FHD,0.717994,0.380544,37.6879,18.24,0.0766952
1432,DCT (Optimized),FHD,0.718994,0.382976,37.7979,18.2296,0.0765205
1432,DCT (Optimized),FHD,0.719994,0.379296,49.6048,18.2193,0.0763464
1432,DCT (Optimized),FHD,0.720994,0.380672,39.1404,18.209,0.0761719
1432,DCT (Optimized),FHD,0.721994,0.377344,42.7159,18.1988,0.0759985
1433,DCT (Optimized),FHD,0.722994,0.378848,39.9736,18.1885,0.0758253
1433,DCT (Optimized),FHD,0.723994,0.37888,43.7532,18.1782,0.0756523
1433,DCT (Optimized),FHD,0.724994,0.37632,38.3586,18.168,0.0754816
1433,DCT (Optimized),FHD,0.725994,0.37824,39.1574,18.1578,0.0753113
1434,DCT (Optimized),FHD,0.726994,0.375552,42.3333,18.1477,0.0751417
1434,DCT (Optimized),FHD,0.727994,0.377504,39.5387,18.1375,0.0749713
1434,DCT (Optimized),FHD,0.728994,0.378688,38.5163,18.1273,0.0748022
1434,DCT (Optimized),FHD,0.729994,0.38,38.4092,18.1172,0.0746332
1435,DCT (Optimized),FHD,0.730994,0.3808,41.3424,18.107,0.0744654
1435,DCT (Optimized),FHD,0.731994,0.379648,38.7098,18.0969,0.0742981
1435,DCT (Optimized),FHD,0.732994,0.376832,48.1205,18.0869,0.0741326
1435,DCT (Optimized),FHD,0.733994,0.381216,39.5322,18.0768,0.073967
1436,DCT (Optimized),FHD,0.734994,0.376288,42.7055,18.0668,0.0738017
1436,DCT (Optimized),FHD,0.735994,0.381184,38.1143,18.0568,0.0736371
1436,DCT (Optimized),FHD,0.736994,0.378624,38.35,18.0467,0.0734729
1436,DCT (Optimized),FHD,0.737994,0.380928,39.0672,18.0367,0.073309
1437,DCT (Optimized),FHD,0.738994,0.379904,37.6738,18.0267,0.0731465
1437,DCT (Optimized),FHD,0.739994,0.37888,41.5689,18.0167,0.0729827
1437,DCT (Optimized),FHD,0.740994,0.380768,38.946,18.0068,0.0728203
1437,DCT (Optimized),FHD,0.741994,0.41568,39.8676,17.9968,0.0726593
1438,DCT (Optimized),FHD,0.742994,0.378464,39.8869,17.9869,0.0724986
1438,DCT (Optimized),FHD,0.743994,0.377568,38.5025,17.977,0.0723386
1438,DCT (Optimized),FHD,0.744994,0.378912,41.0588,17.9671,0.0721791
1438,DCT (Optimized),FHD,0.745994,0.37888,48.0294,17.9573,0.0720211
1439,DCT (Optimized),FHD,0.746994,0.378592,38.4391,17.9474,0.0718628
1439,DCT (Optimized),FHD,0.747994,0.378592,45.1227,17.9376,0.0717051
1439,DCT (Optimized),FHD,0.748994,0.37792,39.1487,17.9277,0.0715474
1439,DCT (Optimized),FHD,0.749994,0.378784,39.5437,17.9179,0.0713908
1440,DCT (Optimized),FHD,0.750994,0.380544,40.116,17.9081,0.0712347
1440,DCT (Optimized),FHD,0.751994,0.37888,39.4421,17.8984,0.071079
1440,DCT (Optimized),FHD,0.752994,0.378944,38.0668,17.8886,0.0709218
1440,DCT (Optimized),FHD,0.753994,0.377696,41.5285,17.8788,0.070768
1441,DCT (Optimized),FHD,0.754994,0.37888,37.9003,17.8691,0.070614
1441,DCT (Optimized),FHD,0.755994,0.376832,39.8078,17.8594,0.0704599
1441,DCT (Optimized),FHD,0.756994,0.37888,40.7218,17.8497,0.0703067
1441,DCT (Optimized),FHD,0.757994,0.380928,37.7278,17.84,0.0701542
1442,DCT (Optimized),FHD,0.758994,0.382496,39.7943,17.8303,0.0700017
1442,DCT (Optimized),FHD,0.759994,0.377216,38.8407,17.8207,0.0698499
1442,DCT (Optimized),FHD,0.760994,0.378208,40.0332,17.8111,0.0696987
1442,DCT (Optimized),FHD,0.761994,0.376896,39.4142,17.8014,0.0695475
1443,DCT (Optimized),FHD,0.762994,0.382112,38.6816,17.7918,0.0693974
1443,DCT (Optimized),FHD,0.763994,0.381504,39.5066,17.7822,0.0692474
1443,DCT (Optimized),FHD,0.764994,0.380928,39.0446,17.7726,0.0690979
1443,DCT (Optimized),FHD,0.765994,0.384448,38.0938,17.763,0.0689496
1444,DCT (Optimized),FHD,0.766994,0.379328,39.5228,17.7535,0.0688019
1444,DCT (Optimized),FHD,0.767994,0.381184,37.3362,17.744,0.0686547
1444,DCT (Optimized),FHD,0.768994,0.380928,40.869,17.7345,0.0685082
1444,DCT (Optimized),FHD,0.769994,1.46227,42.3323,17.7249,0.0683616
1445,DCT (Optimized),FHD,0.770994,0.376576,38.2213,17.7154,0.0682156
1445,DCT (Optimized),FHD,0.771994,0.379552,39.3232,17.706,0.0680703
1445,DCT (Optimized),FHD,0.772994,0.37888,40.2856,17.6965,0.0679246
1445,DCT (Optimized),FHD,0.773994,0.378368,44.2813,17.6871,0.0677805
1446,DCT (Optimized),FHD,0.774994,0.376192,40.7268,17.6776,0.0676362
1446,DCT (Optimized),FHD,0.775994,0.38224,39.8231,17.6682,0.0674927
1446,DCT (Optimized),FHD,0.776994,0.378656,38.8537,17.6588,0.0673493
1446,DCT (Optimized),FHD,0.777994,0.38288,41.1215,17.6494,0.0672069
1447,DCT (Optimized),FHD,0.778994,0.37888,38.0663,17.64,0.0670645
1447,DCT (Optimized),FHD,0.779994,0.378368,39.0363,17.6306,0.0669234
1447,DCT (Optimized),FHD,0.780994,0.382624,42.2918,17.6213,0.0667826
1447,DCT (Optimized),FHD,0.781994,0.377408,41.963,17.612,0.0666422
1448,DCT (Optimized),FHD,0.782993,0.37888,45.0487,17.6027,0.0665028
1448,DCT (Optimized),FHD,0.783993,0.379264,38.5928,17.5934,0.066363
1448,DCT (Optimized),FHD,0.784993,0.375808,39.074,17.5841,0.0662237
1448,DCT (Optimized),FHD,0.785993,0.379232,40.1704,17.5748,0.0660848
1449,DCT (Optimized),FHD,0.786993,0.381056,40.4562,17.5655,0.0659473
1449,DCT (Optimized),FHD,0.787993,0.380832,41.0471,17.5563,0.0658096
1449,DCT (Optimized),FHD,0.788993,0.38096,40.2551,17.5471,0.0656727
1449,DCT (Optimized),FHD,0.789993,0.37888,42.1118,17.5379,0.065535
1450,DCT (Optimized),FHD,0.790993,0.381056,39.9414,17.5286,0.0653974
1450,DCT (Optimized),FHD,0.791993,0.378464,41.9817,17.5194,0.0652618
1450,DCT (Optimized),FHD,0.792993,0.380032,42.6082,17.5102,0.065126
1450,DCT (Optimized),FHD,0.793993,0.378528,52.7027,17.5011,0.0649914
1451,DCT (Optimized),FHD,0.794993,0.377664,42.0488,17.4919,0.0648566
1451,DCT (Optimized),FHD,0.795993,0.384288,39.891,17.4828,0.064723
1451,DCT (Optimized),FHD,0.796993,0.380288,39.8827,17.4737,0.0645883
1451,DCT (Optimized),FHD,0.797993,0.378784,41.447,17.4646,0.0644553
1452,DCT (Optimized),FHD,0.798993,0.382656,41.1189,17.4555,0.0643216
1452,DCT (Optimized),FHD,0.799993,0.37904,40.0906,17.4464,0.0641894
1452,DCT (Optimized),FHD,0.800993,0.378784,38.7836,17.4374,0.0640573
1452,DCT (Optimized),FHD,0.801993,0.379648,40.0869,17.4283,0.0639256
1453,DCT (Optimized),FHD,0.802993,0.382976,41.6335,17.4192,0.0637944
1453,DCT (Optimized),FHD,0.803993,0.382432,40.3241,17.4102,0.0636629
1453,DCT (Optimized),FHD,0.804993,0.380256,40.7216,17.4012,0.063532
1453,DCT (Optimized),FHD,0.805993,0.381248,41.4383,17.3922,0.0634032
1454,DCT (Optimized),FHD,0.806993,0.378016,40.3369,17.3832,0.0632733
1454,DCT (Optimized),FHD,0.807993,0.37888,41.8411,17.3742,0.0631443
1454,DCT (Optimized),FHD,0.808993,0.388192,40.138,17.3653,0.0630162
1454,DCT (Optimized),FHD,0.809993,0.37888,71.8183,17.3563,0.0628887
1455,DCT (Optimized),FHD,0.810993,0.379392,51.8209,17.3474,0.0627608
1455,DCT (Optimized),FHD,0.811993,0.38016,49.147,17.3385,0.0626335
1455,DCT (Optimized),FHD,0.812993,0.37648,43.4073,17.3296,0.0625059
1455,DCT (Optimized),FHD,0.813993,0.379872,40.1294,17.3207,0.0623801
1456,DCT (Optimized),FHD,0.814993,0.37888,43.6232,17.3118,0.0622543
1456,DCT (Optimized),FHD,0.815993,0.381408,42.9542,17.303,0.0621285
1456,DCT (Optimized),FHD,0.816993,0.377152,57.8041,17.2941,0.0620031
1456,DCT (Optimized),FHD,0.817993,0.379424,44.5221,17.2853,0.0618786
1457,DCT (Optimized),FHD,0.818993,0.380032,42.2395,17.2765,0.0617541
1457,DCT (Optimized),FHD,0.819993,0.380256,64.7014,17.2677,0.0616301
1457,DCT (Optimized),FHD,0.820993,0.381568,97.2254,17.2589,0.061506
1457,DCT (Optimized),FHD,0.821993,0.376768,51.2712,17.2501,0.0613826
1458,DCT (Optimized),FHD,0.822993,0.378464,43.3721,17.2413,0.0612594
1458,DCT (Optimized),FHD,0.823993,0.380544,47.6015,17.2326,0.0611372
1458,DCT (Optimized),FHD,0.824993,0.378336,49.1451,17.2239,0.0610152
1458,DCT (Optimized),FHD,0.825993,0.377312,39.4054,17.2151,0.0608937
1459,DCT (Optimized),FHD,0.826993,0.37824,40.91,17.2064,0.0607718
1459,DCT (Optimized),FHD,0.827993,0.383392,39.5281,17.1977,0.0606515
1459,DCT (Optimized),FHD,0.828993,0.376832,46.9798,17.189,0.0605312
1459,DCT (Optimized),FHD,0.829993,0.376448,55.622,17.1804,0.0604112
1460,DCT (Optimized),FHD,0.830993,0.378272,43.364,17.1717,0.0602921
1460,DCT (Optimized),FHD,0.831993,0.37776,44.0147,17.1631,0.0601728
1460,DCT (Optimized),FHD,0.832993,0.378368,39.3401,17.1544,0.0600538
1460,DCT (Optimized),FHD,0.833993,0.37888,39.9645,17.1458,0.0599347
1461,DCT (Optimized),FHD,0.834993,0.377536,39.0871,17.1372,0.0598162
1461,DCT (Optimized),FHD,0.835993,0.378464,44.1673,17.1286,0.0596987
1461,DCT (Optimized),FHD,0.836993,0.378976,40.7254,17.12,0.0595812
1461,DCT (Optimized),FHD,0.837993,0.376832,43.7644,17.1114,0.0594643
1462,DCT (Optimized),FHD,0.838993,0.38272,38.9434,17.1029,0.0593466
1462,DCT (Optimized),FHD,0.839993,0.377408,40.3523,17.0943,0.0592304
1462,DCT (Optimized),FHD,0.840993,0.378912,43.8251,17.0858,0.0591153
1462,DCT (Optimized),FHD,0.841993,0.380736,41.9236,17.0773,0.0590001
1463,DCT (Optimized),FHD,0.842993,0.378112,42.8967,17.0688,0.0588847
1463,DCT (Optimized),FHD,0.843993,0.375808,42.6143,17.0603,0.0587701
1463,DCT (Optimized),FHD,0.844993,0.381312,38.8172,17.0518,0.0586563
1463,DCT (Optimized),FHD,0.845993,0.377248,39.1608,17.0433,0.0585416
1464,DCT (Optimized),FHD,0.846993,0.381408,41.3172,17.0348,0.0584278
1464,DCT (Optimized),FHD,0.847993,0.395072,40.4214,17.0264,0.0583142
1464,DCT (Optimized),FHD,0.848993,0.382112,39.3274,17.018,0.0582012
1464,DCT (Optimized),FHD,0.849993,0.376928,41.6549,17.0096,0.0580884
1465,DCT (Optimized),FHD,0.850993,0.380864,43.818,17.0011,0.0579758
1465,DCT (Optimized),FHD,0.851993,0.380928,42.6948,16.9928,0.0578644
1465,DCT (Optimized),FHD,0.852993,0.378688,44.3311,16.9844,0.0577521
1465,DCT (Optimized),FHD,0.853993,0.378176,46.4154,16.976,0.0576411
1466,DCT (Optimized),FHD,0.854993,0.379456,46.6241,16.9677,0.0575302
1466,DCT (Optimized),FHD,0.855993,0.377184,47.8073,16.9593,0.0574199
1466,DCT (Optimized),FHD,0.856993,0.380224,39.2117,16.951,0.0573098
1466,DCT (Optimized),FHD,0.857993,0.379968,39.8857,16.9427,0.0571997
1467,DCT (Optimized),FHD,0.858993,0.380928,40.3263,16.9343,0.0570897
1467,DCT (Optimized),FHD,0.859993,0.382976,40.6054,16.926,0.0569798
1467,DCT (Optimized),FHD,0.860992,0.382976,48.8053,16.9177,0.0568704
1467,DCT (Optimized),FHD,0.861992,0.380384,40.8801,16.9094,0.0567621
1468,DCT (Optimized),FHD,0.862992,0.37824,38.771,16.9012,0.0566542
1468,DCT (Optimized),FHD,0.863992,0.37728,40.0416,16.893,0.0565468
1468,DCT (Optimized),FHD,0.864992,0.378336,46.121,16.8847,0.0564394
1468,DCT (Optimized),FHD,0.865992,0.379456,41.5596,16.8765,0.0563326
1469,DCT (Optimized),FHD,0.866992,0.3784,40.6913,16.8683,0.0562255
1469,DCT (Optimized),FHD,0.867992,0.378016,40.35,16.8601,0.0561186
1469,DCT (Optimized),FHD,0.868992,0.38112,39.8398,16.8519,0.0560126
1469,DCT (Optimized),FHD,0.869992,0.378432,40.5077,16.8437,0.0559069
1470,DCT (Optimized),FHD,0.870992,0.380928,39.226,16.8355,0.0558022
1470,DCT (Optimized),FHD,0.871992,0.37888,39.9932,16.8274,0.0556974
1470,DCT (Optimized),FHD,0.872992,0.378976,39.9265,16.8193,0.0555921
1470,DCT (Optimized),FHD,0.873992,0.376832,54.1369,16.8111,0.0554877
1471,DCT (Optimized),FHD,0.874992,0.380352,44.0537,16.803,0.0553835
1471,DCT (Optimized),FHD,0.875992,0.377184,40.3681,16.7948,0.0552789
1471,DCT (Optimized),FHD,0.876992,0.377376,41.0105,16.7867,0.0551754
1471,DCT (Optimized),FHD,0.877992,0.380256,40.3951,16.7787,0.0550716
1472,DCT (Optimized),FHD,0.878992,0.382112,39.2668,16.7706,0.0549686
1472,DCT (Optimized),FHD,0.879992,0.376832,43.0234,16.7625,0.0548659
1472,DCT (Optimized),FHD,0.880992,0.380928,43.1022,16.7545,0.054764
1472,DCT (Optimized),FHD,0.881992,0.38208,54.8044,16.7465,0.0546618
1473,DCT (Optimized),FHD,0.882992,0.37888,40.6622,16.7384,0.0545604
1473,DCT (Optimized),FHD,0.883992,0.37936,46.4669,16.7304,0.0544589
1473,DCT (Optimized),FHD,0.884992,0.378816,42.0702,16.7224,0.0543582
1473,DCT (Optimized),FHD,0.885992,0.380928,38.7712,16.7144,0.0542569
1474,DCT (Optimized),FHD,0.886992,0.380576,40.498,16.7064,0.0541554
1474,DCT (Optimized),FHD,0.887992,0.377408,40.0146,16.6983,0.0540547
1474,DCT (Optimized),FHD,0.888992,0.377536,40.5311,16.6904,0.053955
1474,DCT (Optimized),FHD,0.889992,0.379328,42.8687,16.6825,0.0538561
1475,DCT (Optimized),FHD,0.890992,0.378848,40.2542,16.6746,0.0537566
1475,DCT (Optimized),FHD,0.891992,0.376832,40.7366,16.6666,0.0536574
1475,DCT (Optimized),FHD,0.892992,0.378784,40.0684,16.6587,0.0535592
1475,DCT (Optimized),FHD,0.893992,0.380928,39.0829,16.6508,0.0534613
1476,DCT (Optimized),FHD,0.894992,0.377408,40.021,16.6429,0.0533633
1476,DCT (Optimized),FHD,0.895992,0.377568,39.751,16.635,0.0532653
1476,DCT (Optimized),FHD,0.896992,0.379616,39.5505,16.6271,0.0531677
1476,DCT (Optimized),FHD,0.897992,0.379808,41.8018,16.6193,0.0530705
1477,DCT (Optimized),FHD,0.898992,0.385024,44.432,16.6114,0.0529737
1477,DCT (Optimized),FHD,0.899992,0.380256,41.2127,16.6036,0.0528775
1477,DCT (Optimized),FHD,0.900992,0.380928,39.583,16.5957,0.0527803
1477,DCT (Optimized),FHD,0.901992,0.380032,39.6313,16.5879,0.0526841
1478,DCT (Optimized),FHD,0.902992,0.378976,41.8599,16.5801,0.052588
1478,DCT (Optimized),FHD,0.903992,0.378976,41.2149,16.5723,0.0524923
1478,DCT (Optimized),FHD,0.904992,0.380576,45.2724,16.5645,0.0523973
1478,DCT (Optimized),FHD,0.905992,0.379744,39.6029,16.5567,0.0523021
1479,DCT (Optimized),FHD,0.906992,0.376448,40.3877,16.549,0.0522077
1479,DCT (Optimized),FHD,0.907992,0.376896,38.8467,16.5411,0.0521126
1479,DCT (Optimized),FHD,0.908992,0.382624,41.0322,16.5334,0.0520187
1479,DCT (Optimized),FHD,0.909992,0.378624,40.0412,16.5257,0.051925
1480,DCT (Optimized),FHD,0.910992,0.378272,39.2086,16.518,0.0518318
1480,DCT (Optimized),FHD,0.911992,0.378848,39.1299,16.5102,0.0517385
1480,DCT (Optimized),FHD,0.912992,0.378304,40.0053,16.5025,0.0516457
1480,DCT (Optimized),FHD,0.913992,0.380928,40.228,16.4948,0.0515525
1481,DCT (Optimized),FHD,0.914992,0.380128,40.5732,16.4872,0.05146
1481,DCT (Optimized),FHD,0.915992,0.376832,40.6158,16.4795,0.0513685
1481,DCT (Optimized),FHD,0.916992,0.381056,47.6015,16.4718,0.0512769
1481,DCT (Optimized),FHD,0.917992,0.377504,44.3133,16.4642,0.0511851
1482,DCT (Optimized),FHD,0.918992,0.382496,47.7954,16.4565,0.0510935
1482,DCT (Optimized),FHD,0.919992,0.380896,39.9685,16.4489,0.0510027
1482,DCT (Optimized),FHD,0.920992,0.380288,40.2222,16.4413,0.0509119
1482,DCT (Optimized),FHD,0.921992,0.382272,40.6989,16.4337,0.0508215
1483,DCT (Optimized),FHD,0.922992,0.378624,40.2393,16.4261,0.0507316
1483,DCT (Optimized),FHD,0.923992,0.37872,40.9888,16.4185,0.0506407
1483,DCT (Optimized),FHD,0.924992,0.38256,40.7865,16.4109,0.0505513
1483,DCT (Optimized),FHD,0.925992,0.377344,42.078,16.4034,0.0504616
1484,DCT (Optimized),FHD,0.926992,0.379296,42.9247,16.3958,0.0503728
1484,DCT (Optimized),FHD,0.927992,0.37888,41.2694,16.3883,0.0502844
1484,DCT (Optimized),FHD,0.928992,0.38144,39.2042,16.3807,0.0501952
1484,DCT (Optimized),FHD,0.929992,0.378752,44.7154,16.3732,0.0501071
1485,DCT (Optimized),FHD,0.930992,0.378944,40.7527,16.3657,0.0500186
1485,DCT (Optimized),FHD,0.931992,0.378624,38.889,16.3582,0.0499306
1485,DCT (Optimized),FHD,0.932992,0.376448,43.0621,16.3507,0.0498431
1485,DCT (Optimized),FHD,0.933992,0.38048,45.3534,16.3432,0.0497553
1486,DCT (Optimized),FHD,0.934992,0.377536,41.7036,16.3357,0.049668
1486,DCT (Optimized),FHD,0.935992,0.374784,40.9503,16.3283,0.0495809
1486,DCT (Optimized),FHD,0.936992,0.377088,40.0241,16.3208,0.049494
1486,DCT (Optimized),FHD,0.937991,0.379936,39.3338,16.3133,0.0494073
1487,DCT (Optimized),FHD,0.938991,0.381376,43.1123,16.3059,0.0493204
1487,DCT (Optimized),FHD,0.939991,0.37712,40.6037,16.2984,0.0492345
1487,DCT (Optimized),FHD,0.940991,0.376576,40.4241,16.2911,0.0491495
1487,DCT (Optimized),FHD,0.941991,0.38912,40.4221,16.2837,0.0490642
1488,DCT (Optimized),FHD,0.942991,0.377824,38.8124,16.2763,0.0489791
1488,DCT (Optimized),FHD,0.943991,0.376736,42.2584,16.2689,0.0488937
1488,DCT (Optimized),FHD,0.944991,0.376672,48.1792,16.2615,0.0488095
1488,DCT (Optimized),FHD,0.945991,0.37888,40.7822,16.2542,0.0487251
1489,DCT (Optimized),FHD,0.946991,0.378976,39.5161,16.2468,0.0486408
1489,DCT (Optimized),FHD,0.947991,0.378368,39.6743,16.2395,0.048557
1489,DCT (Optimized),FHD,0.948991,0.379648,41.4072,16.2321,0.0484731
1489,DCT (Optimized),FHD,0.949991,0.379936,39.5617,16.2248,0.0483895
1490,DCT (Optimized),FHD,0.950991,0.378528,41.0372,16.2175,0.048306
1490,DCT (Optimized),FHD,0.951991,0.377632,39.1831,16.2102,0.0482231
1490,DCT (Optimized),FHD,0.952991,0.37888,38.6974,16.2029,0.0481403
1490,DCT (Optimized),FHD,0.953991,0.376928,40.177,16.1956,0.0480575
1491,DCT (Optimized),FHD,0.954991,0.3776,39.7272,16.1883,0.0479753
1491,DCT (Optimized),FHD,0.955991,0.380512,39.9983,16.181,0.0478931
1491,DCT (Optimized),FHD,0.956991,0.380288,41.0432,16.1738,0.0478116
1491,DCT (Optimized),FHD,0.957991,0.392704,41.4417,16.1665,0.0477307
1492,DCT (Optimized),FHD,0.958991,0.378848,47.6205,16.1593,0.0476496
1492,DCT (Optimized),FHD,0.959991,0.379616,39.675,16.1521,0.0475683
1492,DCT (Optimized),FHD,0.960991,0.381376,40.063,16.1449,0.0474877
1492,DCT (Optimized),FHD,0.961991,0.37888,39.5242,16.1377,0.0474073
1493,DCT (Optimized),FHD,0.962991,0.37888,40.4369,16.1305,0.0473268
1493,DCT (Optimized),FHD,0.963991,0.37888,40.5206,16.1233,0.0472463
1493,DCT (Optimized),FHD,0.964991,0.376704,41.3332,16.1161,0.0471663
1493,DCT (Optimized),FHD,0.965991,0.376832,39.8514,16.1089,0.0470864
1494,DCT (Optimized),FHD,0.966991,0.37888,41.1095,16.1018,0.0470073
1494,DCT (Optimized),FHD,0.967991,0.376672,41.767,16.0946,0.0469286
1494,DCT (Optimized),FHD,0.968991,0.380928,40.3614,16.0875,0.046849
1494,DCT (Optimized),FHD,0.969991,0.378336,39.2762,16.0803,0.0467695
1495,DCT (Optimized),FHD,0.970991,0.37888,39.5852,16.0732,0.0466908
1495,DCT (Optimized),FHD,0.971991,0.382976,41.209,16.0661,0.0466116
1495,DCT (Optimized),FHD,0.972991,0.37888,39.8434,16.059,0.0465332
1495,DCT (Optimized),FHD,0.973991,0.378464,39.8729,16.0519,0.046455
1496,DCT (Optimized),FHD,0.974991,0.377312,39.071,16.0448,0.0463772
1496,DCT (Optimized),FHD,0.975991,0.3808,42.4725,16.0377,0.0463
1496,DCT (Optimized),FHD,0.976991,0.380928,39.1331,16.0307,0.0462228
1496,DCT (Optimized),FHD,0.977991,0.376832,40.6056,16.0236,0.0461455
1497,DCT (Optimized),FHD,0.978991,0.393216,39.0083,16.0166,0.0460684
1497,DCT (Optimized),FHD,0.979991,0.378592,40.537,16.0095,0.0459917
1497,DCT (Optimized),FHD,0.980991,0.380192,39.494,16.0025,0.045915
1497,DCT (Optimized),FHD,0.981991,0.377536,44.314,15.9955,0.0458387
1498,DCT (Optimized),FHD,0.982991,0.375296,40.698,15.9885,0.0457631
1498,DCT (Optimized),FHD,0.983991,0.380928,39.4758,15.9815,0.045687
1498,DCT (Optimized),FHD,0.984991,0.380576,41.1255,15.9745,0.0456112
1498,DCT (Optimized),FHD,0.985991,0.378912,40.8639,15.9675,0.0455361
