Iteration,Algorithm,Resolution,ALPHA,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
837,SVD (Implicit),FHD,0.340999,0.387072,217.338,16.4352,0.176468
837,SVD (Implicit),FHD,0.341999,0.385024,216.541,16.4118,0.176134
837,SVD (Implicit),FHD,0.342999,0.383392,216.895,16.3884,0.175799
837,SVD (Implicit),FHD,0.343999,0.388448,220.279,16.3654,0.175472
838,SVD (Implicit),FHD,0.344999,0.386176,209.817,16.3422,0.175139
838,SVD (Implicit),FHD,0.345999,0.387072,212.733,16.3193,0.174824
838,SVD (Implicit),FHD,0.346999,0.386592,209.667,16.2962,0.174494
838,SVD (Implicit),FHD,0.347999,0.385024,218.311,16.2732,0.174164
839,SVD (Implicit),FHD,0.348999,0.387136,223.633,16.2504,0.173855
839,SVD (Implicit),FHD,0.349999,0.383328,221.18,16.2278,0.173539
839,SVD (Implicit),FHD,0.350999,0.388096,221.798,16.2051,0.173219
839,SVD (Implicit),FHD,0.351999,0.387072,206.183,16.1825,0.172906
840,SVD (Implicit),FHD,0.352999,0.38912,218.597,16.16,0.172586
840,SVD (Implicit),FHD,0.353999,0.383616,203.678,16.1374,0.172281
840,SVD (Implicit),FHD,0.354999,0.386944,213.213,16.115,0.171972
840,SVD (Implicit),FHD,0.355999,0.386816,209.545,16.0926,0.171659
841,SVD (Implicit),FHD,0.356999,0.394752,225.026,16.0705,0.171354
841,SVD (Implicit),FHD,0.357999,0.387488,217.278,16.0481,0.171048
841,SVD (Implicit),FHD,0.358999,0.387072,207.69,16.0259,0.170749
841,SVD (Implicit),FHD,0.359999,0.385024,225.878,16.0039,0.170441
842,SVD (Implicit),FHD,0.360999,0.381728,215.169,15.9818,0.170142
842,SVD (Implicit),FHD,0.361999,0.383104,217.267,15.9599,0.169843
842,SVD (Implicit),FHD,0.362999,0.3888,210.804,15.9379,0.169549
842,SVD (Implicit),FHD,0.363999,0.388032,213.844,15.9162,0.169256
843,SVD (Implicit),FHD,0.364999,0.393216,221.719,15.8943,0.168949
843,SVD (Implicit),FHD,0.365999,0.38912,216.876,15.8726,0.168659
843,SVD (Implicit),FHD,0.366999,0.390688,210.446,15.851,0.16837
843,SVD (Implicit),FHD,0.367999,0.389408,208.693,15.8295,0.16808
844,SVD (Implicit),FHD,0.368999,0.385024,206.542,15.8079,0.167795
844,SVD (Implicit),FHD,0.369999,0.387584,209.647,15.7864,0.167511
844,SVD (Implicit),FHD,0.370999,0.399072,215.988,15.765,0.167222
844,SVD (Implicit),FHD,0.371999,0.385696,213.669,15.7438,0.166947
845,SVD (Implicit),FHD,0.372999,0.386624,218.273,15.7222,0.16665
845,SVD (Implicit),FHD,0.373999,0.382976,214.646,15.701,0.166378
845,SVD (Implicit),FHD,0.374999,0.388704,207.731,15.6799,0.166093
845,SVD (Implicit),FHD,0.375999,0.385024,223.771,15.659,0.165817
846,SVD (Implicit),FHD,0.376999,0.386976,212.011,15.6378,0.165537
846,SVD (Implicit),FHD,0.377999,0.38912,217.065,15.6168,0.165263
846,SVD (Implicit),FHD,0.378999,0.384768,215.439,15.5959,0.164992
846,SVD (Implicit),FHD,0.379999,0.38304,212.109,15.575,0.164721
847,SVD (Implicit),FHD,0.380999,0.387072,223.433,15.5543,0.164449
847,SVD (Implicit),FHD,0.381999,0.387072,208.302,15.5333,0.164174
847,SVD (Implicit),FHD,0.382999,0.387072,219.585,15.5128,0.163908
847,SVD (Implicit),FHD,0.383999,0.385024,208.957,15.4921,0.163638
848,SVD (Implicit),FHD,0.384999,0.382976,209.885,15.4715,0.163367
848,SVD (Implicit),FHD,0.385999,0.387072,207.72,15.4508,0.163103
848,SVD (Implicit),FHD,0.386999,0.385024,218.59,15.4304,0.162842
848,SVD (Implicit),FHD,0.387999,0.385504,203.811,15.41,0.162574
849,SVD (Implicit),FHD,0.388999,0.385024,212.742,15.3896,0.162313
849,SVD (Implicit),FHD,0.389999,0.385024,215.681,15.3693,0.162055
849,SVD (Implicit),FHD,0.390999,0.387936,220.035,15.3491,0.161797
849,SVD (Implicit),FHD,0.391998,0.382656,229.298,15.3289,0.161539
850,SVD (Implicit),FHD,0.392998,0.383296,215.278,15.3085,0.161278
850,SVD (Implicit),FHD,0.393998,0.387072,215.811,15.2885,0.161018
850,SVD (Implicit),FHD,0.394998,0.389984,226.614,15.2687,0.160771
850,SVD (Implicit),FHD,0.395998,0.38704,205.288,15.2483,0.16052
851,SVD (Implicit),FHD,0.396998,0.385024,215.747,15.2287,0.160263
851,SVD (Implicit),FHD,0.397998,0.388384,205.691,15.2086,0.160011
851,SVD (Implicit),FHD,0.398998,0.386432,203.928,15.1889,0.159762
851,SVD (Implicit),FHD,0.399998,0.38368,210.442,15.169,0.159511
852,SVD (Implicit),FHD,0.400998,0.391168,217.517,15.1494,0.159254
852,SVD (Implicit),FHD,0.401998,0.3872,211.826,15.1296,0.159
852,SVD (Implicit),FHD,0.402998,0.391168,209.767,15.1101,0.158755
852,SVD (Implicit),FHD,0.403998,0.385024,221.285,15.0906,0.158523
853,SVD (Implicit),FHD,0.404998,0.384384,219.562,15.0708,0.158273
853,SVD (Implicit),FHD,0.405998,0.851296,222.162,15.0515,0.158027
853,SVD (Implicit),FHD,0.406998,0.388192,219.937,15.0319,0.157779
853,SVD (Implicit),FHD,0.407998,0.385024,216.505,15.0128,0.157543
854,SVD (Implicit),FHD,0.408998,0.383584,220.076,14.9927,0.157296
854,SVD (Implicit),FHD,0.409998,0.387584,208.941,14.9743,0.157058
854,SVD (Implicit),FHD,0.410998,0.390144,215.826,14.9535,0.156813
854,SVD (Implicit),FHD,0.411998,0.385024,248.813,14.936,0.156585
855,SVD (Implicit),FHD,0.412998,0.38656,183.403,14.9164,0.156362
855,SVD (Implicit),FHD,0.413998,0.387008,312.224,14.8971,0.156115
855,SVD (Implicit),FHD,0.414998,0.386304,236.209,14.8782,0.155877
855,SVD (Implicit),FHD,0.415998,0.8488,220.078,14.8594,0.155646
856,SVD (Implicit),FHD,0.416998,0.383264,217.975,14.8402,0.155409
856,SVD (Implicit),FHD,0.417998,0.387584,216.637,14.8215,0.155177
856,SVD (Implicit),FHD,0.418998,0.389792,214.715,14.8026,0.154947
856,SVD (Implicit),FHD,0.419998,0.38496,211.512,14.7839,0.154712
857,SVD (Implicit),FHD,0.420998,0.386464,210.784,14.7651,0.154489
857,SVD (Implicit),FHD,0.421998,0.38624,208.196,14.7464,0.154257
857,SVD (Implicit),FHD,0.422998,0.392608,204.861,14.7276,0.154022
857,SVD (Implicit),FHD,0.423998,0.387072,212.868,14.7091,0.153797
858,SVD (Implicit),FHD,0.424998,0.39952,209.907,14.6903,0.153568
858,SVD (Implicit),FHD,0.425998,0.385408,230.054,14.6719,0.153339
858,SVD (Implicit),FHD,0.426998,0.385024,216.054,14.6533,0.153115
858,SVD (Implicit),FHD,0.427998,0.385344,216.019,14.6349,0.152893
859,SVD (Implicit),FHD,0.428998,0.385472,222.979,14.6164,0.15267
859,SVD (Implicit),FHD,0.429998,0.38832,222.01,14.5981,0.152442
859,SVD (Implicit),FHD,0.430998,0.388064,220.549,14.5799,0.15222
859,SVD (Implicit),FHD,0.431998,0.385056,201.39,14.5616,0.151998
860,SVD (Implicit),FHD,0.432998,0.383296,200.387,14.5433,0.151778
860,SVD (Implicit),FHD,0.433998,0.385024,209.478,14.5251,0.151557
860,SVD (Implicit),FHD,0.434998,0.393216,221.121,14.5072,0.151341
860,SVD (Implicit),FHD,0.435998,0.393856,210.823,14.489,0.151127
861,SVD (Implicit),FHD,0.436998,0.385248,195.89,14.4709,0.150909
861,SVD (Implicit),FHD,0.437998,0.382976,217.516,14.4529,0.150693
861,SVD (Implicit),FHD,0.438998,0.394688,215.44,14.435,0.15047
861,SVD (Implicit),FHD,0.439998,0.386144,210.458,14.417,0.150248
862,SVD (Implicit),FHD,0.440998,0.384768,224.32,14.3991,0.150034
862,SVD (Implicit),FHD,0.441998,0.390336,209.688,14.3813,0.149827
862,SVD (Implicit),FHD,0.442998,0.387424,213.417,14.3635,0.149611
862,SVD (Implicit),FHD,0.443998,0.390112,221.467,14.3458,0.149397
863,SVD (Implicit),FHD,0.444998,0.386208,201.15,14.328,0.149183
863,SVD (Implicit),FHD,0.445998,0.385024,210.628,14.3104,0.148967
863,SVD (Implicit),FHD,0.446998,0.391104,201.024,14.2928,0.148758
863,SVD (Implicit),FHD,0.447998,0.38656,198.543,14.2751,0.148548
864,SVD (Implicit),FHD,0.448998,0.386912,208.159,14.2575,0.148339
864,SVD (Implicit),FHD,0.449998,0.386944,213.032,14.2401,0.148134
864,SVD (Implicit),FHD,0.450998,0.387072,219.011,14.2225,0.147924
864,SVD (Implicit),FHD,0.451998,0.387072,212.015,14.2052,0.147716
865,SVD (Implicit),FHD,0.452998,0.387008,222.761,14.1878,0.147505
865,SVD (Implicit),FHD,0.453998,0.385952,233.38,14.1705,0.147295
865,SVD (Implicit),FHD,0.454998,0.386272,216.302,14.1532,0.147092
865,SVD (Implicit),FHD,0.455998,0.385024,185.108,14.1359,0.146882
866,SVD (Implicit),FHD,0.456998,0.385216,173.6,14.1185,0.146677
866,SVD (Implicit),FHD,0.457998,0.386176,180.282,14.1015,0.146477
866,SVD (Implicit),FHD,0.458998,0.388416,184.34,14.0844,0.146273
866,SVD (Implicit),FHD,0.459998,0.383456,180.152,14.0672,0.14607
867,SVD (Implicit),FHD,0.460998,0.3864,172.866,14.0502,0.145875
867,SVD (Implicit),FHD,0.461998,0.398144,188.828,14.0332,0.145677
867,SVD (Implicit),FHD,0.462998,0.385568,188.474,14.0162,0.145466
867,SVD (Implicit),FHD,0.463998,0.385984,173.698,13.9991,0.145262
868,SVD (Implicit),FHD,0.464998,0.386368,185.259,13.9822,0.145055
868,SVD (Implicit),FHD,0.465998,0.39824,177.089,13.9654,0.144854
868,SVD (Implicit),FHD,0.466998,0.386976,169.883,13.9485,0.144649
868,SVD (Implicit),FHD,0.467998,0.386496,173.981,13.9316,0.144454
869,SVD (Implicit),FHD,0.468998,0.387232,175.934,13.9149,0.14426
869,SVD (Implicit),FHD,0.469997,0.382976,190.035,13.8982,0.14407
869,SVD (Implicit),FHD,0.470997,0.387264,173.134,13.8816,0.143857
869,SVD (Implicit),FHD,0.471997,0.390688,175.53,13.8648,0.14366
870,SVD (Implicit),FHD,0.472997,0.387552,176.82,13.8481,0.14346
870,SVD (Implicit),FHD,0.473997,0.385024,179.494,13.8316,0.143271
870,SVD (Implicit),FHD,0.474997,0.395008,171.305,13.8151,0.143082
870,SVD (Implicit),FHD,0.475997,0.381952,175.95,13.7985,0.142887
871,SVD (Implicit),FHD,0.476997,0.385472,171.233,13.782,0.1427
871,SVD (Implicit),FHD,0.477997,0.387072,174.935,13.7656,0.1425
871,SVD (Implicit),FHD,0.478997,0.386784,180.28,13.7491,0.142297
871,SVD (Implicit),FHD,0.479997,0.385024,190.335,13.7327,0.142102
872,SVD (Implicit),FHD,0.480997,0.392288,172.789,13.7164,0.141915
872,SVD (Implicit),FHD,0.481997,0.384992,176.771,13.7001,0.141722
872,SVD (Implicit),FHD,0.482997,0.388992,186.722,13.6838,0.141529
872,SVD (Implicit),FHD,0.483997,0.388672,176.536,13.6675,0.141333
873,SVD (Implicit),FHD,0.484997,0.38464,174.876,13.6514,0.141144
873,SVD (Implicit),FHD,0.485997,0.384096,180.342,13.6352,0.140951
873,SVD (Implicit),FHD,0.486997,0.38576,176.217,13.6191,0.140765
873,SVD (Implicit),FHD,0.487997,0.384512,180.889,13.6028,0.140578
874,SVD (Implicit),FHD,0.488997,0.385024,176.951,13.5869,0.140385
874,SVD (Implicit),FHD,0.489997,0.385024,178.88,13.5709,0.140206
874,SVD (Implicit),FHD,0.490997,0.387072,169.021,13.5549,0.140014
874,SVD (Implicit),FHD,0.491997,0.387424,204.44,13.5389,0.139826
875,SVD (Implicit),FHD,0.492997,0.386272,209.556,13.523,0.139633
875,SVD (Implicit),FHD,0.493997,0.385024,169.08,13.507,0.139435
875,SVD (Implicit),FHD,0.494997,0.390304,192.195,13.4914,0.139252
875,SVD (Implicit),FHD,0.495997,0.38736,198.79,13.4753,0.139069
876,SVD (Implicit),FHD,0.496997,0.385024,192.235,13.4595,0.138882
876,SVD (Implicit),FHD,0.497997,0.383968,195.312,13.4436,0.138694
876,SVD (Implicit),FHD,0.498997,0.388,177.812,13.4281,0.138506
876,SVD (Implicit),FHD,0.499997,0.396224,179.866,13.4124,0.138309
877,SVD (Implicit),FHD,0.500997,0.387072,179.254,13.3968,0.138145
877,SVD (Implicit),FHD,0.501997,0.3888,204.184,13.381,0.137966
877,SVD (Implicit),FHD,0.502997,0.387488,180.688,13.3654,0.137777
877,SVD (Implicit),FHD,0.503997,0.3864,170.516,13.3497,0.13759
878,SVD (Implicit),FHD,0.504997,0.388352,182.179,13.3345,0.137407
878,SVD (Implicit),FHD,0.505997,0.388736,201.856,13.319,0.137226
878,SVD (Implicit),FHD,0.506997,0.388032,189.231,13.3032,0.137049
878,SVD (Implicit),FHD,0.507997,0.385504,182.645,13.2878,0.136868
879,SVD (Implicit),FHD,0.508997,0.382976,173.462,13.2726,0.136685
879,SVD (Implicit),FHD,0.509997,0.385536,177.198,13.2572,0.136506
879,SVD (Implicit),FHD,0.510997,0.389088,179.986,13.2417,0.136321
879,SVD (Implicit),FHD,0.511997,0.38864,171.995,13.2264,0.136138
880,SVD (Implicit),FHD,0.512997,0.387072,173.278,13.2112,0.135956
880,SVD (Implicit),FHD,0.513997,0.384448,194.661,13.1959,0.13578
880,SVD (Implicit),FHD,0.514997,0.383904,184.336,13.1806,0.135602
880,SVD (Implicit),FHD,0.515997,0.389408,196.172,13.1655,0.135427
881,SVD (Implicit),FHD,0.516997,0.3904,169.661,13.1503,0.135251
881,SVD (Implicit),FHD,0.517997,0.387072,172.197,13.1352,0.135071
881,SVD (Implicit),FHD,0.518997,0.384864,189.143,13.12,0.134881
881,SVD (Implicit),FHD,0.519997,0.384352,185.725,13.1049,0.134704
882,SVD (Implicit),FHD,0.520997,0.388544,210.824,13.0899,0.134523
882,SVD (Implicit),FHD,0.521997,0.382496,172.46,13.075,0.134349
882,SVD (Implicit),FHD,0.522997,0.383904,207.179,13.0599,0.134177
882,SVD (Implicit),FHD,0.523997,0.383808,171.676,13.0449,0.134006
883,SVD (Implicit),FHD,0.524997,0.380864,178.949,13.03,0.133825
883,SVD (Implicit),FHD,0.525997,0.38288,177.553,13.015,0.133644
883,SVD (Implicit),FHD,0.526997,0.387072,179.294,13.0002,0.133469
883,SVD (Implicit),FHD,0.527997,0.38528,192.59,12.9855,0.133296
884,SVD (Implicit),FHD,0.528997,0.385024,170.808,12.9709,0.133119
884,SVD (Implicit),FHD,0.529997,0.385792,175.471,12.9558,0.132946
884,SVD (Implicit),FHD,0.530997,0.38512,177.218,12.9409,0.132773
884,SVD (Implicit),FHD,0.531997,0.38688,177.492,12.9263,0.132597
885,SVD (Implicit),FHD,0.532997,0.388192,180.493,12.9117,0.132422
885,SVD (Implicit),FHD,0.533997,0.385024,176.187,12.897,0.132235
885,SVD (Implicit),FHD,0.534997,0.385504,179.801,12.8822,0.132061
885,SVD (Implicit),FHD,0.535997,0.382784,206.643,12.8676,0.13189
886,SVD (Implicit),FHD,0.536997,0.390304,173.299,12.8531,0.131722
886,SVD (Implicit),FHD,0.537997,0.394944,172.326,12.8386,0.13154
886,SVD (Implicit),FHD,0.538997,0.385888,193.92,12.8239,0.131365
886,SVD (Implicit),FHD,0.539997,0.385024,179.526,12.8094,0.131194
887,SVD (Implicit),FHD,0.540997,0.387488,186.193,12.7951,0.131024
887,SVD (Implicit),FHD,0.541997,0.385472,172.155,12.7806,0.130854
887,SVD (Implicit),FHD,0.542997,0.384992,171.424,12.766,0.130681
887,SVD (Implicit),FHD,0.543997,0.383648,182.339,12.7518,0.130515
888,SVD (Implicit),FHD,0.544997,0.3872,178.402,12.7374,0.130343
888,SVD (Implicit),FHD,0.545997,0.384544,181.622,12.7231,0.130177
888,SVD (Implicit),FHD,0.546997,0.390752,175.208,12.7087,0.129998
888,SVD (Implicit),FHD,0.547997,0.386208,177.076,12.6945,0.129821
889,SVD (Implicit),FHD,0.548997,0.38768,181.799,12.6803,0.129655
889,SVD (Implicit),FHD,0.549996,0.3864,176.721,12.666,0.12949
889,SVD (Implicit),FHD,0.550996,0.386368,175.234,12.6517,0.129319
889,SVD (Implicit),FHD,0.551996,0.38912,171.641,12.6376,0.129148
890,SVD (Implicit),FHD,0.552996,0.384128,184.954,12.6234,0.128971
890,SVD (Implicit),FHD,0.553996,0.383328,172.783,12.6094,0.128804
890,SVD (Implicit),FHD,0.554996,0.383584,190.223,12.5951,0.128633
890,SVD (Implicit),FHD,0.555996,0.381536,177.09,12.5811,0.12847
891,SVD (Implicit),FHD,0.556996,0.382976,184.574,12.5669,0.128292
891,SVD (Implicit),FHD,0.557996,0.383136,175.556,12.553,0.12813
891,SVD (Implicit),FHD,0.558996,0.388672,180.916,12.539,0.127969
891,SVD (Implicit),FHD,0.559996,0.388352,170.094,12.5252,0.127802
892,SVD (Implicit),FHD,0.560996,0.38272,174.958,12.5111,0.127629
892,SVD (Implicit),FHD,0.561996,0.384704,179.033,12.4972,0.127456
892,SVD (Implicit),FHD,0.562996,0.38688,188.802,12.4833,0.127288
892,SVD (Implicit),FHD,0.563996,0.386208,174.848,12.4696,0.127122
893,SVD (Implicit),FHD,0.564996,0.390432,173.038,12.4556,0.126954
893,SVD (Implicit),FHD,0.565996,0.38912,175.413,12.4418,0.126785
893,SVD (Implicit),FHD,0.566996,0.390048,186.383,12.428,0.126626
893,SVD (Implicit),FHD,0.567996,0.385024,179.294,12.4143,0.126449
894,SVD (Implicit),FHD,0.568996,0.384928,173.499,12.4005,0.126285
894,SVD (Implicit),FHD,0.569996,0.386656,172.462,12.3867,0.126121
894,SVD (Implicit),FHD,0.570996,0.38512,181.657,12.3731,0.125953
894,SVD (Implicit),FHD,0.571996,0.390752,175.801,12.3594,0.12579
895,SVD (Implicit),FHD,0.572996,0.386976,183.171,12.3458,0.125612
895,SVD (Implicit),FHD,0.573996,0.39056,169.156,12.3321,0.125449
895,SVD (Implicit),FHD,0.574996,0.385056,174.838,12.3185,0.125283
895,SVD (Implicit),FHD,0.575996,0.38336,177.107,12.3051,0.125141
896,SVD (Implicit),FHD,0.576996,0.388448,173.142,12.2913,0.124959
896,SVD (Implicit),FHD,0.577996,0.387552,175.947,12.2779,0.124796
896,SVD (Implicit),FHD,0.578996,0.38688,208.434,12.2644,0.124622
896,SVD (Implicit),FHD,0.579996,0.38784,165.71,12.251,0.12446
897,SVD (Implicit),FHD,0.580996,0.384672,190.591,12.2375,0.1243
897,SVD (Implicit),FHD,0.581996,0.38304,178.823,12.2239,0.124134
897,SVD (Implicit),FHD,0.582996,0.389376,178.3,12.2107,0.123966
897,SVD (Implicit),FHD,0.583996,0.387232,174.591,12.1972,0.123809
898,SVD (Implicit),FHD,0.584996,0.385056,174.747,12.1839,0.123646
898,SVD (Implicit),FHD,0.585996,0.383904,172.49,12.1705,0.123478
898,SVD (Implicit),FHD,0.586996,0.38688,174.641,12.1573,0.123315
898,SVD (Implicit),FHD,0.587996,0.388736,182.576,12.1443,0.123158
899,SVD (Implicit),FHD,0.588996,0.387072,177.204,12.1309,0.122985
899,SVD (Implicit),FHD,0.589996,0.386848,175.173,12.1174,0.122821
899,SVD (Implicit),FHD,0.590996,0.38336,171.493,12.1042,0.122656
899,SVD (Implicit),FHD,0.591996,0.385024,175.099,12.0911,0.122499
900,SVD (Implicit),FHD,0.592996,0.385376,168.571,12.0778,0.122332
900,SVD (Implicit),FHD,0.593996,0.385568,188.29,12.0646,0.122172
900,SVD (Implicit),FHD,0.594996,0.386112,181.376,12.0516,0.122009
900,SVD (Implicit),FHD,0.595996,0.3936,191.022,12.0385,0.121845
901,SVD (Implicit),FHD,0.596996,0.391168,174.391,12.0253,0.121682
901,SVD (Implicit),FHD,0.597996,0.388288,185.89,12.0122,0.121517
901,SVD (Implicit),FHD,0.598996,0.385952,182.322,11.9993,0.121356
901,SVD (Implicit),FHD,0.599996,0.38704,189.511,11.9863,0.121195
902,SVD (Implicit),FHD,0.600996,0.383264,177.485,11.9732,0.121023
902,SVD (Implicit),FHD,0.601996,0.385024,188.359,11.9603,0.120865
902,SVD (Implicit),FHD,0.602996,0.385984,186.691,11.9473,0.120705
902,SVD (Implicit),FHD,0.603996,0.381632,171.914,11.9345,0.120549
903,SVD (Implicit),FHD,0.604996,0.384096,173.904,11.9215,0.120383
903,SVD (Implicit),FHD,0.605996,0.385664,180.896,11.9085,0.120217
903,SVD (Implicit),FHD,0.606996,0.3896,169.45,11.8958,0.120059
903,SVD (Implicit),FHD,0.607996,0.384448,169.392,11.8829,0.119891
904,SVD (Implicit),FHD,0.608996,0.384416,172.656,11.8701,0.119735
904,SVD (Implicit),FHD,0.609996,0.384288,172.387,11.8572,0.119584
904,SVD (Implicit),FHD,0.610996,0.38512,167.994,11.8446,0.119413
904,SVD (Implicit),FHD,0.611996,0.390176,179.984,11.8318,0.119254
905,SVD (Implicit),FHD,0.612996,0.388448,169.534,11.8189,0.119093
905,SVD (Implicit),FHD,0.613996,0.385536,169.191,11.8063,0.118933
905,SVD (Implicit),FHD,0.614996,0.387584,175.732,11.7938,0.118771
905,SVD (Implicit),FHD,0.615996,0.385024,199.932,11.781,0.118614
906,SVD (Implicit),FHD,0.616996,0.38576,183.897,11.7683,0.118449
906,SVD (Implicit),FHD,0.617996,0.385888,173.211,11.7557,0.118286
906,SVD (Implicit),FHD,0.618996,0.387616,178.582,11.7431,0.11813
906,SVD (Implicit),FHD,0.619996,0.398656,174.772,11.7305,0.117976
907,SVD (Implicit),FHD,0.620996,0.38448,176.53,11.7178,0.117814
907,SVD (Implicit),FHD,0.621996,0.383552,178.61,11.7053,0.117651
907,SVD (Implicit),FHD,0.622996,0.385024,212.513,11.6929,0.117493
907,SVD (Implicit),FHD,0.623996,0.385792,177.921,11.6804,0.117326
908,SVD (Implicit),FHD,0.624996,0.38496,179.074,11.6679,0.117168
908,SVD (Implicit),FHD,0.625996,0.38912,190.048,11.6554,0.117014
908,SVD (Implicit),FHD,0.626996,0.388192,174.84,11.643,0.116853
908,SVD (Implicit),FHD,0.627995,0.387008,176.766,11.6306,0.116689
909,SVD (Implicit),FHD,0.628995,0.387072,171.449,11.6181,0.116533
909,SVD (Implicit),FHD,0.629995,0.388768,179.956,11.6057,0.116377
909,SVD (Implicit),FHD,0.630995,0.39424,185.216,11.5934,0.11621
909,SVD (Implicit),FHD,0.631995,0.383968,176.916,11.5811,0.116063
910,SVD (Implicit),FHD,0.632995,0.386208,188.825,11.5686,0.115894
910,SVD (Implicit),FHD,0.633995,0.392512,177.452,11.5565,0.115738
910,SVD (Implicit),FHD,0.634995,0.386336,188.188,11.5442,0.115571
910,SVD (Implicit),FHD,0.635995,0.383968,170.609,11.5319,0.115416
911,SVD (Implicit),FHD,0.636995,0.382976,185.274,11.5196,0.115254
911,SVD (Implicit),FHD,0.637995,0.388096,180.155,11.5074,0.115098
911,SVD (Implicit),FHD,0.638995,0.387072,186.662,11.4953,0.114938
911,SVD (Implicit),FHD,0.639995,0.386688,175.216,11.483,0.11479
912,SVD (Implicit),FHD,0.640995,0.389344,184.045,11.4708,0.11462
912,SVD (Implicit),FHD,0.641995,0.382976,174.864,11.4587,0.114458
912,SVD (Implicit),FHD,0.642995,0.38592,171.048,11.4467,0.114305
912,SVD (Implicit),FHD,0.643995,0.384928,202.718,11.4345,0.114148
913,SVD (Implicit),FHD,0.644995,0.387648,253.436,11.4223,0.113987
913,SVD (Implicit),FHD,0.645995,0.393216,176.673,11.4104,0.113833
913,SVD (Implicit),FHD,0.646995,0.389504,222.97,11.399,0.113683
913,SVD (Implicit),FHD,0.647995,0.385376,168.674,11.3863,0.113499
914,SVD (Implicit),FHD,0.648995,0.383488,169.492,11.3742,0.113338
914,SVD (Implicit),FHD,0.649995,0.386016,180.2,11.3623,0.113182
914,SVD (Implicit),FHD,0.650995,0.396224,187.63,11.3503,0.113026
914,SVD (Implicit),FHD,0.651995,0.385088,181.604,11.3383,0.112871
915,SVD (Implicit),FHD,0.652995,0.38208,184.658,11.3263,0.11272
915,SVD (Implicit),FHD,0.653995,0.390496,177.77,11.3145,0.11257
915,SVD (Implicit),FHD,0.654995,0.387072,168.651,11.3027,0.112411
915,SVD (Implicit),FHD,0.655995,0.38224,171.516,11.2907,0.112251
916,SVD (Implicit),FHD,0.656995,0.385024,179.46,11.2788,0.112091
916,SVD (Implicit),FHD,0.657995,0.38416,168.884,11.267,0.11193
916,SVD (Implicit),FHD,0.658995,0.387104,173.264,11.2552,0.111773
916,SVD (Implicit),FHD,0.659995,0.387456,184.86,11.2433,0.111617
917,SVD (Implicit),FHD,0.660995,0.38912,183.693,11.2315,0.111461
917,SVD (Implicit),FHD,0.661995,0.383744,185.369,11.2198,0.111311
917,SVD (Implicit),FHD,0.662995,0.388576,198.738,11.2081,0.111138
917,SVD (Implicit),FHD,0.663995,0.38672,170.709,11.1962,0.110984
918,SVD (Implicit),FHD,0.664995,0.38672,177.168,11.1846,0.110825
918,SVD (Implicit),FHD,0.665995,0.383296,176.402,11.173,0.11067
918,SVD (Implicit),FHD,0.666995,0.386624,205.823,11.1613,0.110522
918,SVD (Implicit),FHD,0.667995,0.385344,196.3,11.1495,0.110351
919,SVD (Implicit),FHD,0.668995,0.383776,178.166,11.1378,0.110197
919,SVD (Implicit),FHD,0.669995,0.384736,188.596,11.1263,0.110045
919,SVD (Implicit),FHD,0.670995,0.386816,195.668,11.1147,0.10989
919,SVD (Implicit),FHD,0.671995,0.393216,173.039,11.103,0.109729
920,SVD (Implicit),FHD,0.672995,0.382976,176.131,11.0914,0.109573
920,SVD (Implicit),FHD,0.673995,0.390496,175.556,11.08,0.109421
920,SVD (Implicit),FHD,0.674995,0.391168,167.556,11.0685,0.109267
920,SVD (Implicit),FHD,0.675995,0.387072,176.533,11.0568,0.109108
921,SVD (Implicit),FHD,0.676995,0.389696,189.946,11.0454,0.108949
921,SVD (Implicit),FHD,0.677995,0.390816,176.797,11.034,0.108793
921,SVD (Implicit),FHD,0.678995,0.38912,198.859,11.0224,0.108637
921,SVD (Implicit),FHD,0.679995,0.391008,180.005,11.011,0.10848
922,SVD (Implicit),FHD,0.680995,0.385376,169.68,10.9996,0.108322
922,SVD (Implicit),FHD,0.681995,0.384832,184.63,10.9882,0.108168
922,SVD (Implicit),FHD,0.682995,0.38912,169.128,10.9767,0.108009
922,SVD (Implicit),FHD,0.683995,0.385216,192.34,10.9653,0.107851
923,SVD (Implicit),FHD,0.684995,0.384608,177.827,10.9541,0.107696
923,SVD (Implicit),FHD,0.685995,0.388512,180.155,10.9427,0.107544
923,SVD (Implicit),FHD,0.686995,0.38912,172.201,10.9313,0.107388
923,SVD (Implicit),FHD,0.687995,0.385792,178.973,10.9198,0.107233
924,SVD (Implicit),FHD,0.688995,0.387296,170.047,10.9087,0.107075
924,SVD (Implicit),FHD,0.689995,0.386112,171.281,10.8975,0.106917
924,SVD (Implicit),FHD,0.690995,0.38672,178.55,10.8861,0.106761
924,SVD (Implicit),FHD,0.691995,0.387616,167.019,10.8747,0.106603
925,SVD (Implicit),FHD,0.692995,0.386624,200.165,10.8638,0.10645
925,SVD (Implicit),FHD,0.693995,0.389088,176.353,10.8524,0.106293
925,SVD (Implicit),FHD,0.694995,0.384576,178.958,10.8413,0.106141
925,SVD (Implicit),FHD,0.695995,0.381856,171.65,10.83,0.105984
926,SVD (Implicit),FHD,0.696995,0.383136,166.72,10.8189,0.105837
926,SVD (Implicit),FHD,0.697995,0.387072,171.997,10.8078,0.105673
