Iteration,Algorithm,Resolution,ALPHA,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
926,SVD (Implicit),FHD,0.698995,0.38688,196.352,10.7965,0.105523
926,SVD (Implicit),FHD,0.699995,0.387072,192.284,10.7854,0.105362
927,SVD (Implicit),FHD,0.700995,0.387072,167.311,10.7743,0.10521
927,SVD (Implicit),FHD,0.701995,0.387072,169.321,10.7632,0.105054
927,SVD (Implicit),FHD,0.702995,0.386304,173.474,10.7522,0.104896
927,SVD (Implicit),FHD,0.703995,0.385536,171.073,10.7411,0.104739
928,SVD (Implicit),FHD,0.704994,0.385024,194.52,10.7301,0.10458
928,SVD (Implicit),FHD,0.705994,0.385408,171.653,10.7191,0.104433
928,SVD (Implicit),FHD,0.706994,0.39936,192.476,10.708,0.10427
928,SVD (Implicit),FHD,0.707994,0.382976,170.539,10.697,0.104121
929,SVD (Implicit),FHD,0.708994,0.390688,179.63,10.6861,0.103962
929,SVD (Implicit),FHD,0.709994,0.385696,167.714,10.6751,0.103808
929,SVD (Implicit),FHD,0.710994,0.385024,167.578,10.6641,0.10365
929,SVD (Implicit),FHD,0.711994,0.385312,174.256,10.6532,0.103491
930,SVD (Implicit),FHD,0.712994,0.385024,171.262,10.6424,0.103341
930,SVD (Implicit),FHD,0.713994,0.384448,196.114,10.6314,0.103184
930,SVD (Implicit),FHD,0.714994,0.391104,177.929,10.6205,0.103029
930,SVD (Implicit),FHD,0.715994,0.38656,172.744,10.6095,0.102871
931,SVD (Implicit),FHD,0.716994,0.386432,179.684,10.5988,0.102711
931,SVD (Implicit),FHD,0.717994,0.387072,172.979,10.5881,0.10256
931,SVD (Implicit),FHD,0.718994,0.397056,181.16,10.5771,0.102401
931,SVD (Implicit),FHD,0.719994,0.383648,177.91,10.5663,0.102249
932,SVD (Implicit),FHD,0.720994,0.381216,171.432,10.5556,0.102094
932,SVD (Implicit),FHD,0.721994,0.385024,180.575,10.5448,0.101934
932,SVD (Implicit),FHD,0.722994,0.391168,171.271,10.5339,0.101781
932,SVD (Implicit),FHD,0.723994,0.383424,168.885,10.5232,0.101622
933,SVD (Implicit),FHD,0.724994,0.38352,198.783,10.5125,0.101469
933,SVD (Implicit),FHD,0.725994,0.386176,173.327,10.5018,0.101314
933,SVD (Implicit),FHD,0.726994,0.388128,178.951,10.491,0.101165
933,SVD (Implicit),FHD,0.727994,0.387072,166.637,10.4803,0.101006
934,SVD (Implicit),FHD,0.728994,0.386656,169.293,10.4698,0.100849
934,SVD (Implicit),FHD,0.729994,0.387552,193.368,10.4591,0.10069
934,SVD (Implicit),FHD,0.730994,0.385024,177.597,10.4483,0.100546
934,SVD (Implicit),FHD,0.731994,0.388544,184.084,10.4377,0.100382
935,SVD (Implicit),FHD,0.732994,0.386656,173.365,10.4272,0.100225
935,SVD (Implicit),FHD,0.733994,0.385984,174.898,10.4166,0.100071
935,SVD (Implicit),FHD,0.734994,0.392736,177.233,10.4059,0.0999117
935,SVD (Implicit),FHD,0.735994,0.390208,186.927,10.3954,0.0997611
936,SVD (Implicit),FHD,0.736994,0.383744,181.581,10.3849,0.0996098
936,SVD (Implicit),FHD,0.737994,0.383808,172.25,10.3743,0.0994522
936,SVD (Implicit),FHD,0.738994,0.385024,183.933,10.3636,0.0992898
936,SVD (Implicit),FHD,0.739994,0.383456,186.938,10.3532,0.0991391
937,SVD (Implicit),FHD,0.740994,0.389152,175.297,10.3428,0.0989865
937,SVD (Implicit),FHD,0.741994,0.38608,171.064,10.3323,0.0988289
937,SVD (Implicit),FHD,0.742994,0.387072,192.768,10.3217,0.0986793
937,SVD (Implicit),FHD,0.743994,0.384832,171.881,10.3114,0.0985241
938,SVD (Implicit),FHD,0.744994,0.386112,171.849,10.301,0.0983668
938,SVD (Implicit),FHD,0.745994,0.387072,175.036,10.2905,0.0982084
938,SVD (Implicit),FHD,0.746994,0.389184,171.286,10.2799,0.0980526
938,SVD (Implicit),FHD,0.747994,0.38912,164.893,10.2696,0.0978974
939,SVD (Implicit),FHD,0.748994,0.383616,186.692,10.2594,0.0977386
939,SVD (Implicit),FHD,0.749994,0.385024,177.1,10.2489,0.0975822
939,SVD (Implicit),FHD,0.750994,0.386048,179.859,10.2386,0.0974364
939,SVD (Implicit),FHD,0.751994,0.383136,178.173,10.2282,0.0972781
940,SVD (Implicit),FHD,0.752994,0.384672,178.252,10.2179,0.0971262
940,SVD (Implicit),FHD,0.753994,0.38512,170.622,10.2075,0.0969663
940,SVD (Implicit),FHD,0.754994,0.385024,180.213,10.1971,0.0968071
940,SVD (Implicit),FHD,0.755994,0.387072,168.823,10.1869,0.0966479
941,SVD (Implicit),FHD,0.756994,0.38384,170.847,10.1767,0.0965023
941,SVD (Implicit),FHD,0.757994,0.381024,202.38,10.1664,0.096348
941,SVD (Implicit),FHD,0.758994,0.388928,171.12,10.1561,0.0961937
941,SVD (Implicit),FHD,0.759994,0.383936,179.765,10.146,0.0960436
942,SVD (Implicit),FHD,0.760994,0.387072,177.359,10.1357,0.0958872
942,SVD (Implicit),FHD,0.761994,0.386656,178.521,10.1254,0.095731
942,SVD (Implicit),FHD,0.762994,0.382976,169.288,10.1151,0.0955786
942,SVD (Implicit),FHD,0.763994,0.384224,178.724,10.1051,0.0954175
943,SVD (Implicit),FHD,0.764994,0.385024,177.042,10.0949,0.0952514
943,SVD (Implicit),FHD,0.765994,0.385024,178.718,10.0848,0.0951016
943,SVD (Implicit),FHD,0.766994,0.390304,176.969,10.0746,0.094952
943,SVD (Implicit),FHD,0.767994,0.385664,201.945,10.0646,0.0948015
944,SVD (Implicit),FHD,0.768994,0.385024,182.401,10.0544,0.0946468
944,SVD (Implicit),FHD,0.769994,0.385056,173.126,10.0442,0.0944875
944,SVD (Implicit),FHD,0.770994,0.388352,179.396,10.0341,0.0943318
944,SVD (Implicit),FHD,0.771994,0.383968,180.114,10.0242,0.0941829
945,SVD (Implicit),FHD,0.772994,0.3832,189.206,10.0141,0.0940171
945,SVD (Implicit),FHD,0.773994,0.38432,176.874,10.0039,0.0938665
945,SVD (Implicit),FHD,0.774994,0.38544,199.638,9.99398,0.0937139
945,SVD (Implicit),FHD,0.775994,0.387072,196.658,9.98402,0.0935565
946,SVD (Implicit),FHD,0.776994,0.385952,175.034,9.97382,0.0934003
946,SVD (Implicit),FHD,0.777994,0.384352,171.854,9.96386,0.0932443
946,SVD (Implicit),FHD,0.778994,0.3856,174.525,9.95387,0.0930827
946,SVD (Implicit),FHD,0.779994,0.388864,181.324,9.94408,0.0929279
947,SVD (Implicit),FHD,0.780994,0.382976,179.025,9.93416,0.0927758
947,SVD (Implicit),FHD,0.781994,0.385024,185.11,9.92407,0.0926358
947,SVD (Implicit),FHD,0.782993,0.38432,175.601,9.91417,0.0924777
947,SVD (Implicit),FHD,0.783993,0.385088,176.637,9.90431,0.0923228
948,SVD (Implicit),FHD,0.784993,0.388832,181.869,9.89436,0.0921561
948,SVD (Implicit),FHD,0.785993,0.384416,179.879,9.88436,0.0920072
948,SVD (Implicit),FHD,0.786993,0.388064,182.211,9.87458,0.0918656
948,SVD (Implicit),FHD,0.787993,0.388672,190.252,9.86476,0.0916934
949,SVD (Implicit),FHD,0.788993,0.385024,180.715,9.85493,0.0915435
949,SVD (Implicit),FHD,0.789993,0.383712,174.213,9.84494,0.0913908
949,SVD (Implicit),FHD,0.790993,0.387744,185.919,9.83516,0.0912344
949,SVD (Implicit),FHD,0.791993,0.385728,181.23,9.82541,0.0910807
950,SVD (Implicit),FHD,0.792993,0.385024,181.545,9.81554,0.0909242
950,SVD (Implicit),FHD,0.793993,0.387712,183.603,9.80561,0.0907666
950,SVD (Implicit),FHD,0.794993,0.385088,187.386,9.79598,0.0906118
950,SVD (Implicit),FHD,0.795993,0.388896,170.019,9.7863,0.0904577
951,SVD (Implicit),FHD,0.796993,0.388192,167.273,9.77648,0.0902999
951,SVD (Implicit),FHD,0.797993,0.384864,188.08,9.76661,0.0901472
951,SVD (Implicit),FHD,0.798993,0.387072,180.666,9.75707,0.0900024
951,SVD (Implicit),FHD,0.799993,0.387072,175.823,9.74737,0.0898479
952,SVD (Implicit),FHD,0.800993,0.387072,175.997,9.73758,0.0896885
952,SVD (Implicit),FHD,0.801993,0.386912,175.375,9.7277,0.0895295
952,SVD (Implicit),FHD,0.802993,0.385888,175.262,9.71817,0.0893763
952,SVD (Implicit),FHD,0.803993,0.387072,177.538,9.70858,0.0892202
953,SVD (Implicit),FHD,0.804993,0.385984,175.655,9.69888,0.0890613
953,SVD (Implicit),FHD,0.805993,0.383584,191.102,9.68912,0.0889161
953,SVD (Implicit),FHD,0.806993,0.38912,182.445,9.67967,0.0887614
953,SVD (Implicit),FHD,0.807993,0.384288,179.712,9.67001,0.0886009
954,SVD (Implicit),FHD,0.808993,0.387648,196.731,9.66029,0.0884432
954,SVD (Implicit),FHD,0.809993,0.38752,180.661,9.6506,0.0882874
954,SVD (Implicit),FHD,0.810993,0.387104,169.376,9.64125,0.0881344
954,SVD (Implicit),FHD,0.811993,0.385024,198.066,9.63166,0.087977
955,SVD (Implicit),FHD,0.812993,0.385024,171.55,9.62202,0.0878331
955,SVD (Implicit),FHD,0.813993,0.38848,188.248,9.61241,0.08767
955,SVD (Implicit),FHD,0.814993,0.385376,173.835,9.6029,0.0875137
955,SVD (Implicit),FHD,0.815993,0.388096,172.878,9.59338,0.0873585
956,SVD (Implicit),FHD,0.816993,0.385696,191.812,9.58382,0.0872025
956,SVD (Implicit),FHD,0.817993,0.385248,182.143,9.57426,0.0870339
956,SVD (Implicit),FHD,0.818993,0.387872,175.079,9.56492,0.0868858
956,SVD (Implicit),FHD,0.819993,0.386304,171.303,9.55545,0.0867421
957,SVD (Implicit),FHD,0.820993,0.386432,180.891,9.54589,0.0865892
957,SVD (Implicit),FHD,0.821993,0.387072,174.187,9.53644,0.0864229
957,SVD (Implicit),FHD,0.822993,0.392288,174.417,9.52711,0.0862659
957,SVD (Implicit),FHD,0.823993,0.386336,180.518,9.51761,0.0861242
958,SVD (Implicit),FHD,0.824993,0.390272,179.138,9.50806,0.0859774
958,SVD (Implicit),FHD,0.825993,0.387424,181.465,9.49867,0.0858126
958,SVD (Implicit),FHD,0.826993,0.388832,180.467,9.48938,0.0856503
958,SVD (Implicit),FHD,0.827993,0.383968,179.258,9.48001,0.0855029
959,SVD (Implicit),FHD,0.828993,0.382688,173.705,9.47047,0.0853484
959,SVD (Implicit),FHD,0.829993,0.385024,185.275,9.46119,0.0851987
959,SVD (Implicit),FHD,0.830993,0.387072,187.889,9.45195,0.0850442
959,SVD (Implicit),FHD,0.831993,0.385024,175.124,9.44252,0.0848881
960,SVD (Implicit),FHD,0.832993,0.390432,174.762,9.43304,0.0847268
960,SVD (Implicit),FHD,0.833993,0.385024,170.099,9.42379,0.0845774
960,SVD (Implicit),FHD,0.834993,0.385184,178.294,9.41461,0.084425
960,SVD (Implicit),FHD,0.835993,0.390816,184.796,9.40528,0.0842726
961,SVD (Implicit),FHD,0.836993,0.385888,170.43,9.39585,0.0841164
961,SVD (Implicit),FHD,0.837993,0.385312,175.32,9.3867,0.0839582
961,SVD (Implicit),FHD,0.838993,0.386464,191.796,9.37747,0.0838137
961,SVD (Implicit),FHD,0.839993,0.38912,174.65,9.36816,0.0836539
962,SVD (Implicit),FHD,0.840993,0.385888,186.33,9.35879,0.0834936
962,SVD (Implicit),FHD,0.841993,0.387072,177.641,9.34965,0.0833402
962,SVD (Implicit),FHD,0.842993,0.382976,174.079,9.34046,0.083187
962,SVD (Implicit),FHD,0.843993,0.383968,184.275,9.33121,0.0830254
963,SVD (Implicit),FHD,0.844993,0.385408,178.507,9.32185,0.0828644
963,SVD (Implicit),FHD,0.845993,0.384896,178.989,9.31291,0.0827182
963,SVD (Implicit),FHD,0.846993,0.387424,187.193,9.30378,0.082568
963,SVD (Implicit),FHD,0.847993,0.382976,183.756,9.29449,0.0824121
964,SVD (Implicit),FHD,0.848993,0.3832,178.903,9.28513,0.0822503
964,SVD (Implicit),FHD,0.849993,0.394432,182.293,9.27621,0.0821055
964,SVD (Implicit),FHD,0.850993,0.38528,192.771,9.26713,0.081953
964,SVD (Implicit),FHD,0.851993,0.401056,214.907,9.25793,0.0817935
965,SVD (Implicit),FHD,0.852993,0.383968,180.636,9.24863,0.0816363
965,SVD (Implicit),FHD,0.853993,0.3848,172.322,9.23984,0.0814913
965,SVD (Implicit),FHD,0.854993,0.385056,175.644,9.23073,0.0813408
965,SVD (Implicit),FHD,0.855993,0.386208,190.09,9.22151,0.0811795
966,SVD (Implicit),FHD,0.856993,0.387072,171.523,9.21229,0.081018
966,SVD (Implicit),FHD,0.857993,0.386432,239.359,9.20346,0.0808695
966,SVD (Implicit),FHD,0.858993,0.384704,240.666,9.19441,0.0807184
966,SVD (Implicit),FHD,0.859993,0.384768,230.708,9.18532,0.0805644
967,SVD (Implicit),FHD,0.860992,0.383296,196.418,9.17617,0.0804104
967,SVD (Implicit),FHD,0.861992,0.385536,173.536,9.16731,0.0802521
967,SVD (Implicit),FHD,0.862992,0.385248,175.58,9.15834,0.0801013
967,SVD (Implicit),FHD,0.863992,0.38544,180.307,9.14918,0.079949
968,SVD (Implicit),FHD,0.864992,0.385984,179.793,9.14015,0.079789
968,SVD (Implicit),FHD,0.865992,0.387168,171.966,9.13134,0.0796371
968,SVD (Implicit),FHD,0.866992,0.391168,181.955,9.12244,0.0794835
968,SVD (Implicit),FHD,0.867992,0.38912,175.416,9.11331,0.0793311
969,SVD (Implicit),FHD,0.868992,0.386432,197.714,9.10435,0.0791819
969,SVD (Implicit),FHD,0.869992,0.389088,179.394,9.0956,0.0790236
969,SVD (Implicit),FHD,0.870992,0.388704,192.714,9.0866,0.0788683
969,SVD (Implicit),FHD,0.871992,0.382784,183.963,9.07755,0.0787125
970,SVD (Implicit),FHD,0.872992,0.383968,172.063,9.06861,0.0785586
970,SVD (Implicit),FHD,0.873992,0.383584,198.453,9.05995,0.0784094
970,SVD (Implicit),FHD,0.874992,0.383776,172.319,9.05102,0.0782585
970,SVD (Implicit),FHD,0.875992,0.386048,175.711,9.04205,0.0781076
971,SVD (Implicit),FHD,0.876992,0.38912,178.374,9.03316,0.0779536
971,SVD (Implicit),FHD,0.877992,0.387552,185.716,9.02451,0.0778004
971,SVD (Implicit),FHD,0.878992,0.385056,188.312,9.01555,0.0776449
971,SVD (Implicit),FHD,0.879992,0.387392,176.275,9.00656,0.0774962
972,SVD (Implicit),FHD,0.880992,0.382976,182.226,8.9978,0.0773404
972,SVD (Implicit),FHD,0.881992,0.386944,205.906,8.98939,0.0771799
972,SVD (Implicit),FHD,0.882992,0.38368,188.892,8.98,0.0770165
972,SVD (Implicit),FHD,0.883992,0.387072,173.683,8.97141,0.0768834
973,SVD (Implicit),FHD,0.884992,0.382784,175.885,8.96264,0.0767455
973,SVD (Implicit),FHD,0.885992,0.382976,177.101,8.95407,0.0765914
973,SVD (Implicit),FHD,0.886992,0.387968,170.12,8.94514,0.0764226
973,SVD (Implicit),FHD,0.887992,0.382976,175.273,8.93618,0.0762665
974,SVD (Implicit),FHD,0.888992,0.387072,174.926,8.92759,0.0761222
974,SVD (Implicit),FHD,0.889992,0.385536,174.538,8.919,0.0759716
974,SVD (Implicit),FHD,0.890992,0.3848,174.356,8.9102,0.0758112
974,SVD (Implicit),FHD,0.891992,0.38688,178.443,8.90128,0.0756573
975,SVD (Implicit),FHD,0.892992,0.386144,173.895,8.89276,0.0755116
975,SVD (Implicit),FHD,0.893992,0.389696,177.342,8.88415,0.0753552
975,SVD (Implicit),FHD,0.894992,0.387072,171.956,8.87539,0.0752022
975,SVD (Implicit),FHD,0.895992,0.38544,199.225,8.86643,0.0750422
976,SVD (Implicit),FHD,0.896992,0.38448,193.061,8.85805,0.0748912
976,SVD (Implicit),FHD,0.897992,0.396224,191.5,8.84945,0.0747364
976,SVD (Implicit),FHD,0.898992,0.390304,185.877,8.84077,0.0745776
976,SVD (Implicit),FHD,0.899992,0.388672,168.888,8.83183,0.0744297
977,SVD (Implicit),FHD,0.900992,0.387072,174.411,8.82354,0.0742812
977,SVD (Implicit),FHD,0.901992,0.39088,170.275,8.81498,0.0741297
977,SVD (Implicit),FHD,0.902992,0.382816,175.654,8.80618,0.0739835
977,SVD (Implicit),FHD,0.903992,0.385024,177.565,8.79735,0.0738246
978,SVD (Implicit),FHD,0.904992,0.38304,173.882,8.78905,0.0736685
978,SVD (Implicit),FHD,0.905992,0.387072,175.826,8.78051,0.0735085
978,SVD (Implicit),FHD,0.906992,0.38912,174.501,8.77192,0.0733636
978,SVD (Implicit),FHD,0.907992,0.386816,173.697,8.76314,0.0732106
979,SVD (Implicit),FHD,0.908992,0.38688,176.425,8.7549,0.0730661
979,SVD (Implicit),FHD,0.909992,0.38688,192.556,8.74634,0.0729091
979,SVD (Implicit),FHD,0.910992,0.3944,217.593,8.7376,0.0727545
979,SVD (Implicit),FHD,0.911992,0.393312,175.936,8.72892,0.0726021
980,SVD (Implicit),FHD,0.912992,0.381632,172.823,8.72072,0.072449
980,SVD (Implicit),FHD,0.913992,0.385152,172.725,8.71231,0.0722972
980,SVD (Implicit),FHD,0.914992,0.387296,172.924,8.70364,0.0721417
980,SVD (Implicit),FHD,0.915992,0.38528,178.415,8.69505,0.0719873
981,SVD (Implicit),FHD,0.916992,0.386784,175.915,8.68687,0.0718425
981,SVD (Implicit),FHD,0.917992,0.386816,179.052,8.67831,0.0716813
981,SVD (Implicit),FHD,0.918992,0.388128,177.73,8.66961,0.0715329
981,SVD (Implicit),FHD,0.919992,0.38304,176.832,8.66113,0.0713888
982,SVD (Implicit),FHD,0.920992,0.385024,168.384,8.65302,0.0712395
982,SVD (Implicit),FHD,0.921992,0.387072,175.746,8.64469,0.071083
982,SVD (Implicit),FHD,0.922992,0.387072,169.152,8.63599,0.0709367
982,SVD (Implicit),FHD,0.923992,0.385312,179.334,8.62754,0.0707812
983,SVD (Implicit),FHD,0.924992,0.385408,176.426,8.61936,0.0706295
983,SVD (Implicit),FHD,0.925992,0.385152,179.696,8.61095,0.0704789
983,SVD (Implicit),FHD,0.926992,0.381536,189.031,8.60228,0.0703287
983,SVD (Implicit),FHD,0.927992,0.385984,170.117,8.59396,0.0701828
984,SVD (Implicit),FHD,0.928992,0.385024,169.476,8.5859,0.0700316
984,SVD (Implicit),FHD,0.929992,0.385568,173.883,8.57754,0.0698773
984,SVD (Implicit),FHD,0.930992,0.389088,183.706,8.56889,0.0697135
984,SVD (Implicit),FHD,0.931992,0.389632,184.666,8.56066,0.0695685
985,SVD (Implicit),FHD,0.932992,0.386656,177.306,8.55255,0.0694256
985,SVD (Implicit),FHD,0.933992,0.386912,167.917,8.5441,0.0692749
985,SVD (Implicit),FHD,0.934992,0.383744,169.829,8.53546,0.069111
985,SVD (Implicit),FHD,0.935992,0.385312,171.762,8.52736,0.0689593
986,SVD (Implicit),FHD,0.936992,0.386688,183.01,8.51939,0.0688165
986,SVD (Implicit),FHD,0.937991,0.387424,176.275,8.51103,0.068674
986,SVD (Implicit),FHD,0.938991,0.383328,175.806,8.50234,0.0685253
986,SVD (Implicit),FHD,0.939991,0.386336,185.071,8.49433,0.0683765
987,SVD (Implicit),FHD,0.940991,0.383392,171.623,8.48632,0.0682225
987,SVD (Implicit),FHD,0.941991,0.383648,175.37,8.47787,0.0680779
987,SVD (Implicit),FHD,0.942991,0.38832,170.353,8.46913,0.0679238
987,SVD (Implicit),FHD,0.943991,0.386272,176.814,8.46129,0.0677814
988,SVD (Implicit),FHD,0.944991,0.384384,183.335,8.45335,0.0676261
988,SVD (Implicit),FHD,0.945991,0.385536,182.626,8.44508,0.0674635
988,SVD (Implicit),FHD,0.946991,0.385024,206.447,8.43635,0.0673053
988,SVD (Implicit),FHD,0.947991,0.390496,172.628,8.42864,0.0671542
989,SVD (Implicit),FHD,0.948991,0.386336,171.149,8.4206,0.067008
989,SVD (Implicit),FHD,0.949991,0.38656,176.479,8.41218,0.0668563
989,SVD (Implicit),FHD,0.950991,0.3856,174.651,8.40346,0.0667044
989,SVD (Implicit),FHD,0.951991,0.385344,176.12,8.39591,0.0665712
990,SVD (Implicit),FHD,0.952991,0.385088,173.995,8.38798,0.0664207
990,SVD (Implicit),FHD,0.953991,0.38656,177.245,8.3796,0.0662606
990,SVD (Implicit),FHD,0.954991,0.385024,193.833,8.37106,0.0661076
990,SVD (Implicit),FHD,0.955991,0.382976,182.775,8.36345,0.0659674
991,SVD (Implicit),FHD,0.956991,0.38912,170.433,8.35545,0.0658248
991,SVD (Implicit),FHD,0.957991,0.385536,189.487,8.34702,0.0656635
991,SVD (Implicit),FHD,0.958991,0.388288,172.311,8.33845,0.0655084
991,SVD (Implicit),FHD,0.959991,0.38912,168.704,8.33095,0.0653693
992,SVD (Implicit),FHD,0.960991,0.3896,175.019,8.32317,0.0652229
992,SVD (Implicit),FHD,0.961991,0.384832,179.742,8.31484,0.0650703
992,SVD (Implicit),FHD,0.962991,0.387392,176.354,8.30634,0.0649184
992,SVD (Implicit),FHD,0.963991,0.401536,180.911,8.29881,0.064774
993,SVD (Implicit),FHD,0.964991,0.392928,181.883,8.29084,0.0646256
993,SVD (Implicit),FHD,0.965991,0.38912,175.807,8.28241,0.0644762
993,SVD (Implicit),FHD,0.966991,0.391168,180.743,8.27404,0.0643202
993,SVD (Implicit),FHD,0.967991,0.384128,175.697,8.26664,0.0641721
994,SVD (Implicit),FHD,0.968991,0.385248,169.596,8.25876,0.0640234
994,SVD (Implicit),FHD,0.969991,0.386208,169.761,8.25038,0.0638615
994,SVD (Implicit),FHD,0.970991,0.383328,184.459,8.24223,0.0637197
994,SVD (Implicit),FHD,0.971991,0.38848,182.539,8.23492,0.0635755
995,SVD (Implicit),FHD,0.972991,0.38912,177.122,8.22678,0.0634223
995,SVD (Implicit),FHD,0.973991,0.383168,175.612,8.21815,0.0632706
995,SVD (Implicit),FHD,0.974991,0.384864,181.293,8.2101,0.0631149
995,SVD (Implicit),FHD,0.975991,0.38624,176.532,8.20296,0.0629792
996,SVD (Implicit),FHD,0.976991,0.382848,198.033,8.19512,0.0628367
996,SVD (Implicit),FHD,0.977991,0.386784,170.695,8.18646,0.0626804
996,SVD (Implicit),FHD,0.978991,0.385312,182.995,8.1787,0.0625314
996,SVD (Implicit),FHD,0.979991,0.390336,181.992,8.17153,0.0623915
997,SVD (Implicit),FHD,0.980991,0.384544,169.699,8.16326,0.0622308
997,SVD (Implicit),FHD,0.981991,0.389024,180.488,8.15428,0.0620715
997,SVD (Implicit),FHD,0.982991,0.388288,177.385,8.14671,0.0619259
997,SVD (Implicit),FHD,0.983991,0.384672,172.361,8.13988,0.0617965
998,SVD (Implicit),FHD,0.984991,0.385024,186.637,8.13194,0.0616408
998,SVD (Implicit),FHD,0.985991,0.387712,189.39,8.12275,0.0614933
998,SVD (Implicit),FHD,0.986991,0.38912,185.301,8.11581,0.0613612
998,SVD (Implicit),FHD,0.987991,0.385024,198.678,8.10895,0.0612144
999,SVD (Implicit),FHD,0.988991,0.385984,171.164,8.10036,0.0610471
999,SVD (Implicit),FHD,0.989991,0.384992,173.242,8.09015,0.0608705
999,SVD (Implicit),FHD,0.990991,0.384416,201.613,8.0839,0.0607445
999,SVD (Implicit),FHD,0.991991,0.386368,187.158,8.07781,0.0606134
1000,SVD (Implicit),FHD,0.992991,0.385024,171.128,8.06972,0.0604517
1000,SVD (Implicit),FHD,0.993991,0.387072,184.716,8.05817,0.0602598
1000,SVD (Implicit),FHD,0.994991,0.383008,178.022,8.05375,0.060148
1000,SVD (Implicit),FHD,0.995991,0.386688,175.157,8.04866,0.060012
1001,SVD (Implicit),FHD,0.996991,0.382976,171.993,8.03895,0.059802
1001,SVD (Implicit),FHD,0.997991,0.387872,177.558,8.01793,0.059505
1001,SVD (Implicit),FHD,0.998991,0.387072,171.105,8.01511,0.0594742
1001,SVD (Implicit),FHD,0.999991,0.38528,168.933,8.01416,0.0594502
1002,DFT,FHD,0,16.7429,190.184,9.49504,0.507654
1002,DFT,FHD,0.001,17.002,191.616,9.49504,0.507653
1002,DFT,FHD,0.002,16.0687,185.987,9.49504,0.507654
1002,DFT,FHD,0.003,16.5844,185.029,9.49504,0.507654
1003,DFT,FHD,0.004,17.1274,193.534,9.49504,0.507653
1003,DFT,FHD,0.005,16.5444,197.566,9.49504,0.507653
1003,DFT,FHD,0.006,17.4078,185.934,9.49504,0.507653
1003,DFT,FHD,0.007,16.5353,184.37,9.49504,0.507653
1004,DFT,FHD,0.008,16.9779,256.143,9.49504,0.507653
1004,DFT,FHD,0.009,17.1007,181.911,9.49504,0.507653
1004,DFT,FHD,0.01,16.9961,188.609,9.49504,0.507653
1004,DFT,FHD,0.011,18.7658,197.987,9.49504,0.507653
1005,DFT,FHD,0.012,17.1637,188.026,9.49504,0.507653
1005,DFT,FHD,0.013,16.5473,187.903,9.49504,0.507653
1005,DFT,FHD,0.014,17.1276,186.081,9.49504,0.507653
1005,DFT,FHD,0.015,17.2155,196.246,9.49504,0.507653
1006,DFT,FHD,0.016,17.0742,188.987,9.49504,0.507653
1006,DFT,FHD,0.017,17.2134,241.789,9.49504,0.507653
1006,DFT,FHD,0.018,17.2222,273.936,9.49504,0.507653
1006,DFT,FHD,0.019,16.523,236.625,9.49504,0.507652
1007,DFT,FHD,0.02,17.1028,190.042,9.49504,0.507652
1007,DFT,FHD,0.021,16.5481,186.34,9.49504,0.507652
1007,DFT,FHD,0.022,17.1628,187.56,9.49504,0.507653
1007,DFT,FHD,0.023,17.2175,200.87,9.49504,0.507652
1008,DFT,FHD,0.024,15.1245,188.302,9.49504,0.507652
1008,DFT,FHD,0.025,17.0127,201.626,9.49504,0.507652
1008,DFT,FHD,0.026,17.3384,187.361,9.49504,0.507652
1008,DFT,FHD,0.027,16.5191,189.029,9.49505,0.507652
1009,DFT,FHD,0.028,15.9621,192.49,9.49505,0.507652
1009,DFT,FHD,0.029,16.5196,217.972,9.49505,0.507652
